CommectIds,Comments
IRS-2017-0006-0002,I love this regulation. A+. 
NHTSA-2015-0037-0002,"This sounds and appears to be a mandatory program for law enforcement to comply with. This should be clarified so that it is optional for the states to participate in. If the agency does not do so, it may violate the Constitution as determined in Printz v. United States, 521 U.S. 898 (1997), and violate Executive Order 13132.<br/>I do not comment on any other portion of the regulation."
NHTSA-2015-0037-0003,"Funding for local selective enforcement details, particularly in Michigan, to identify and reduce traffic fatalities or accidents, have been reduced due to budgetary cuts.  Funding programs such as the Office of Highway Safety Planning (OHSP) grants should be restored to previous levels for local law enforcement to reduce the numbers of injury and/or fatal accidents.  "
USA-2016-HQ-0033-0003,"It is beneficial to know if you have registered sex offenders. It is a good idea to be able to track sex offenders. They should be registered if they are in the army or not because they still committed a crime. Not registering the sex offenders makes their crime seem okay. Victims deserve to have their attackers be sentenced for their crimes. I personally agree with this regulation. For insistence, if my husband was in the army and the neighbors lawn people are sex offenders I would not want my kids playing outside with them around. "
USA-2016-HQ-0033-0004,"I completely accept this regulation. If someone is in the army or not, if they have committed a sex crime then they should register as a sex offender no matter what. A person in the army, law enforcement, or in government should not be opted out or have special rights than regular U.S. citizens. Every U.S. citizen that has commmitted a sex crime should take the consequences of their actions and one of them is registering as a sex offender. "
USA-2016-HQ-0033-0002," In 2014, the Department of Defense (DoD) evaluated their compliance with the Sex Offender Registration and Notification Act which was established by Title I of the Adam Walsh Child Protection and Safety Act of 2006. "
IRS-2007-0139-0004,See attachment 
IRS-2007-0139-0005,comment attached
IRS-2008-0009-0002,"Hello.   My name is Evelyn Caro.  I have an absolutely unique situation that <br/>managed to stump everyone I talked to at the IRS.  I can honestly say that I <br/>called 6 or more times and got different answers to my situation.<br/> <br/>In 2006, I married an African.  Along with trying to get him to this country, I had to <br/>amend my taxes to reflect my new status.  There is no contingent for that on the <br/>form online, neither on the paper form, which I don&#39;t use.<br/> <br/>Now let me move onto how this pertains to you and to my subject sentence.  <br/>Every IRS employee needs to go through a retraining.  Mandatory retraining <br/>nationwide.  So much has changed, and in my case, maybe there is no standard <br/>answer but there needs to be one.  Also a procedure needs to be put into place <br/>for situations such as mine.  I am willing to have my case be used as an example <br/>for training purposes.<br/> <br/>Also TurboTax and TaxAct went through the trouble to make their software easier <br/>for the consumers to understand.  The IRS needs to do its part especially when <br/>there are exceptions as in the case of the social security number.  Not everyone <br/>has one, so there need to be options underneath that acknowledge that.<br/> <br/>In my business communication class we must create a report that solves a <br/>problem or a feasibility report.  I know that this branch of the federal government <br/>has a problem and in my report I will attempt to come up with a solution.  The <br/>government can follow my report to correct the problems if it is successfully <br/>carried out outcome.<br/> <br/> <br/>Thank you for listening to me.<br/> <br/>Sincerely, <br/> <br/> <br/>Evelyn Caro<br/>U.S. tax payer<br/> <br/>disclaimer: <br/>if this email has reached the wrong department, please forward it to the <br/>appropriate one.<br/><br/>"
IRS-2008-0009-0007,
IRS-2008-0009-0005,See attached.<br/>
IRS-2008-0009-0004,This regulation will greatly assist tax filers.<br/>Thank you.<br/>
IRS-2008-0009-0006,"The new 941x is a definite improvement over the old 941c process, particularly in <br/>that we do not need to wait to file a correction until a current 941 is due.  It will <br/>also certainly help avoid confusion surrounding adjustments being inadvertantly <br/>applied to incorrect tax periods.  <br/><br/>The only negative I see is that you are not allowing refunds to be claimed if the <br/>941x includes both positive and negative adjustments that have an end result in <br/>Box 17 of a refund.  Instead you are forcing employers to take it as a credit on <br/>their current quarters return.  This creates GL difficulties when correcting prior <br/>years, and does not eliminate the problem of employers having to continue to <br/>track these corrections until their current quarters 941 is filed in order to properly <br/>take the credit.  I foresee a lot of employers forgetting to include the credit from a <br/>previously filed 941x and consequently overpaying in the current quarter, which will <br/>result in your having to issue refunds anyway.   It seems like this will still create <br/>unnecessary work for both your agency and employers.<br/>"
CMS-2010-0126-0013,
CMS-2010-0126-0007,
CMS-2010-0126-0010,
CMS-2010-0126-0016,
CMS-2010-0126-0019,
CMS-2010-0126-0020,See attachments
CMS-2010-0126-0004,
CMS-2010-0126-0009,
CMS-2010-0126-0008,
CMS-2010-0126-0014,
CMS-2010-0126-0018,
CMS-2010-0126-0006,
CMS-2010-0126-0003,
CMS-2010-0126-0017,
CMS-2010-0126-0005,
CMS-2010-0126-0002,
CMS-2010-0126-0015,
CMS-2010-0126-0011,
CMS-2010-0126-0012,
IRS-2009-0006-0004,See attachment
IRS-2009-0006-0002,"The proposed rulemaking for Regulation section 6231 needs to add for the <br/>following:<br/><br/>Add that transactions for converting partnership items to nonpartnership items <br/>should not be limited to &quot;listed&quot; transactions as defined by Reg. 1.6011-4(a)(2).  It <br/>should also include nonlisted transactions or entities that involve economic <br/>substance issues.<br/><br/>Add that IRS written notification to the partners that their partnership items are <br/>being converted to nonpartnership items may also be done at the key case <br/>partnership level in lieu of the lower tier entities or investors when the IRS does not <br/>have the correct direct or indirect investor information, there are indications of <br/>abusive or misleading taxpayer tactics, and the taxpayers have not been <br/>forthcoming with the correct investor information in a reasonable period."
